text_indice	batch	text	DMesure	gold_score_20	gold_score_20_std	gold_score_20_label	gold_label_trunc	gold_label_maj	ANNOT1_LEVEL	ANNOT1_SUBLEVEL	ANNOT2_LEVEL	ANNOT2_SUBLEVEL	ANNOT3_LEVEL	ANNOT3_SUBLEVEL	old_gold_score_20_label	old_gold_label_trunc	old_gold_label_maj
1827	3_2	Le mur    Pendant des semaines, des mois, j'écris des messages sur des petits morceaux de papier, puis j'invente toutes sortes de moyens pour les envoyer en face, comme autant de bouteilles à la mer.  Je guide mon hélicoptère par-dessus le Mur. Le plus loin qu'il peut. J'espère que quelqu'un trouvera mon mot et le remettra à Do.  S'il te plaît, pardonne-moi.    Je gonfle des ballons de baudruche, je fabrique des avions en papier et je les lance les uns après les autres.   Tu es mon ami.    Je bricole un arc et une flèche. La flèche fend l'air qui nous sépare.  Y a quelqu'un ?  Il n'y a jamais de réponse.    Nous nous habituons à la présence froide, compacte du Mur, aux soldats qui le longent. Les voix de mes parents reprennent leur timbre normal.  Un temps, nous parlons de déménager, puis nous ne le faisons pas.   Je change d'école. Deux fois. Je me fais de nouveaux amis. Je n'oublie pas Do.    Le Mur fait partie de nos vies maintenant. Il a juste laissé un bourrelet de béton à la surface du sol, telle une cicatrice dans la chaire de notre ville.  J'arrête d'envoyer des messages.  Pourquoi m'obstiner ?  Le Mur sera toujours là. Do sera toujours sur l'autre versant et moi sur celui-ci. Peut-être m'a-t-il oublié. Moi, je l'oublie.    Je l'ai oublié…	Accessible	11.0	5.291502622129181	Accessible	Facile	Facile	+Complexe	2	Facile	2	Facile	4	Accessible	Facile	Accessible
1703	3_2	Les fruits et les légumes    La pomme est un fruit. L’ananas est un fruit. Le melon est un fruit. Les poires sont des fruits. (il y en a plusieurs)Les raisins sont des fruits. Les pommes sont des fruits. Les mandarines sont des fruits. Avec les pommes je prépare une tarte aux pommes. Avec les oranges je prépare un jus d’orange. Avec des fruits, je prépare une salade de fruits. Il faut peler les fruits avant de les manger. Je pèle la pomme, je pèle la poire. Il faut enlever les pépins de la pomme.      Le chou est un légume, les courgettes sont des légumes, les oignons sont des légumes, la salade est un légume, les carottes sont des légumes, les champignons sont des légumes. Le concombre est un légume. Il faut peler les légumes avant de les préparer. Il faut couper les légumes avant de les préparer. Il faut laver les légumes avant de les préparer. Avec les légumes, je prépare de la soupe. Avec les légumes, je prépare une salade. Avec les pommes de terre je prépare des frites.	Très Facile	4.333333333333333	3.2145502536643185	Très Facile	Très Facile	Très Facile	Facile	3	Très Facile	2	Très Facile	3	Très Facile	Très Facile	Très Facile
528	3_2	Batch cooking: La liste de courses    Fruits et légumes   - 1.5kg de pommes de terre   - 1 kg de carottes  - 2 brocolis  - 2 oignons rouges  - 250g d'épinards  - 2 poires  - Un morceau de gingembre    Crèmerie  - 20cl de crème fraîche   - 400g de fromage râpé  - 3 œufs  - Lait    Boulangerie   - Du pain de mie    Viande  - 4 steaks hachés    Épicerie  - 1 boite de lait de coco   - Miel     Frais  - 200g de lardons  - 4 tranches de jambon blanc	Très Facile	4.333333333333333	3.214550253664318	Très Facile	Très Facile	Très Facile	Facile	3	Très Facile	3	Très Facile	2	Très Facile	Très Facile	Très Facile
1530	3_2	Mes Allocs.fr    Bonjour, je suis Caroline, votre experte en aide sociale. Je vais vous guider dans ce simulateur. C'est parti !﻿    […]  Étape 3  Mon logement    ﻿Êtes-vous ?  □ Locataire  □ Propriétaire  □ Hébergé  □ Sans domicile stable    Vous êtes locataire d'un(e) :  □ Un logement non-meublé  □ Un logement meublé ou hôtel  □ Une résidence universitaire  □ Une résidence sociale (HLM)    Quel est le montant mensuel de votre loyer, charges comprises ?  ... €    Allez-vous déménager dans moins de 3 semaines ?  □ Oui et je sais déjà où  □ Oui mais je n'ai pas encore trouvé de logement  □ Non    Étape 4  Mon travail    Avez-vous déjà travaillé en France ?  □ Oui  □ Non    Quand votre dernier contrat de travail s’est-il terminé ?  ...  □ Je ne sais pas    Souhaitez-vous recevoir des propositions de travail en intérim ?  □ Oui  □ Non    Êtes-vous actuellement en formation ?  □ Oui  □ Non    Une autre étape terminée  Super !	Facile	8.166666666666666	4.536885862938734	Facile	Facile	Facile	Accessible	3	Très Facile	4	Facile	3	Facile	Facile	Facile
993	3_2	Toujours plus juste    DéFI, c’est le courage et la nuance. Nous voulons un État démocratique plus responsable, plus efficace, mais surtout, au service des citoyens. Un État sain qui permet la lutte contre le réchauffement climatique dans le cadre d’une économie libérale. Et cela passe par l’établissement d’un projet de société équilibré entre la liberté d’être soi et la volonté de vivre ensemble.    Ceux qui sont fatigués par la politique traditionnelle trouveront chez DéFI une alternative responsable et pragmatique.    Nous restons fermes sur nos valeurs fondamentales : défense des francophones, bonne gouvernance, laïcité politique. Avec ces principes, nous pouvons construire ensemble un monde plus juste.	Accessible	13.166666666666666	3.547299442298794	Accessible	Accessible	Accessible	+Complexe	2	Facile	5	Accessible	3	Accessible	Accessible	Accessible
386	3_2	Ouvert le dimanche    POUR : Bizarrement, et contrairement à beaucoup d'autres pays, la France continue à refuser l'ouverture des magasins le dimanche. On se demande bien pourquoi ! En effet, quand les cinémas, les restaurants ou les cafés ouvrent ce jour-là, cela ne choque personne. J'aimerais qu'on m'explique alors quelle différence il y a entre un serveur et un employé de supermarché. Parce que là, vraiment, je ne vois pas. Et pourquoi pas fermer les hôpitaux le dimanche, à ce moment-là ? Les infirmières, elles aussi, ont le droit de passer leur dimanche en famille ! Et puis, imaginez un peu : comment font les personnes qui travaillent du lundi au samedi pour faire leurs courses ? Il n'est pas certain qu'elles aient envie d'aller dans les supermarchés le soir, à 21 heures.  À partir du moment où chacun est libre d'accepter ou de refuser de travailler le dimanche, je ne vois vraiment pas où est le problème. En plus, en ouvrant leurs portes ce jour-là, les magasins offrent souvent la possibilité de créer des emplois. Ce qui, en période de chômage, me semble être une excellente initiative.  CONTRE : Savez-vous que « l'achat de chaussures est devenu une activité familiale et de loisirs qui entraîne une fréquentation très élevée des magasins le dimanche » ? C'est en tout cas ce que précise un récent arrêté préfectoral autorisant un grand magasin de chaussures de l'Essonne à ouvrir le dimanche. Alors maintenant, à la question « vous faites quoi comme loisirs le week-end ? », vous pourrez toujours répondre que vous achetez des chaussures. C'est le dernier sport à la mode, apparemment. Comme activités dominicales, je connaissais déjà les promenades à la campagne, le déjeuner en famille, les après-midi « cinéma » ou le bon vieux jeu de cartes à la maison mais ça, je n'ai pas encore essayé.	Facile	13.333333333333334	4.041451884327381	Accessible	Accessible	Accessible	+Complexe	2	Facile	4	Accessible	4	Accessible	Accessible	Accessible
103	3_2	Stromae en concert à Nîmes, le 24 juillet !    Benjo   À mon avis, le meilleur show de l'année !!! Les décors sont magnifiques. Le son est excellent. Super jeux de lumières ! Pendant le concert, on a eu de la pluie mais l'ambiance était top avec un public de 7 à 77 ans. Stromae est plein d'énergie !   Ses textes et ses musiques sont très variés. Ça m'a vraiment plu !     Sonia   D'accord, spectacle énorme, mais je ne trouve pas ses textes extraordinaires. Stromae veut plaire aussi bien aux jeunes qu'aux vieux. Alors, c'est pas toujours très original ! Pareil pour la musique. À part quelques exceptions, c'est de l'électro !     Julien   Je ne suis pas d'accord avec toi, Sonia. Je trouve qu'il a des textes très forts. Chaque chanson parle d'un sujet particulier. Par exemple, il y en a une sur le cancer qui me touche beaucoup.    AnnaB   Je pense que Stromae plaît à tout le monde parce qu'il est différent et que son spectacle est plein de surprises. Sur scène, il change de costume, de style. Il plaisante avec son public. Il montre comment il fait une chanson. C'est vrai, au départ, sa musique, c'est de l'électro et du rap. Mais dans « Ave Cesaria » tu entends du flamenco, dans « Tous les mêmes » des rythmes cubains, dans « Papaoutai » des sons africains.	Très Facile	7.0	5.196152422706632	Facile	Très Facile	Très Facile	Accessible	3	Très Facile	4	Très Facile	4	Facile	Très Facile	Facile
556	3_2	Ma todo list pour ne rien oublier    Remplir papier pour école  Nettoyer la terrasse au Karcher  Trier les photos de cet été  Post Linked in: comment travailler avec moi  Finaliser atelier gestion du temps et priorités   Prendre RDV Contrôle Technique  Téléphoner à Florence  Faire papier KDO Marius  Ménage chambre d'amis  Vider et laver frigo  Récupérer colis  Préparer newsletter 4 ateliers automne  Faire vidéo astuce double alèse  Faire le ménage du répertoire téléchargement   Faire une check-list sur le déménagement   Prévoir sortie avec Marius en septembre	Facile	10.833333333333334	3.3291640592396963	Accessible	Accessible	Accessible	Accessible	3	Accessible	3	Facile	2	Accessible	Facile	Accessible
1678	3_2	Pique-niques. - Déjeuners prévus sur l'herbe tendre, partagés avec les insectes, dispersés par le vent et recueillis par les peintres. L'endroit idéal pour le pique-nique se situe généralement un peu plus loin. L'heure du pique-nique se passera donc à s'éloigner du lieu où on aurait pu le faire. Dès qu'on s'assied, le vent se lève. Fait bien connu des météorologistes : il suffit d'ouvrir un sachet de sel pour le recevoir dans la figure de cette façon simple et directe qui fait le charme de la vie au grand air.    Trou. - Endroit tranquille et isolé dont on rêve à Paris et d'où l'on s'efforce de sortir dès que l'on y est arrivé.    Valises. Ennemies n° 1 des vacances. Rétrécissent au voyage tandis que les choses enflent. Rien de plus pénible à considérer qu'une valise déjà pleine qui contenait pourtant au départ toutes les choses qui n'y sont pas encore, et vous nargue de sa gueule béante. La séance de valise-catch commence. Tu fermeras, valise, tu fermeras ! Là ! Crac ! Votre femme vous l'avait bien dit : « Jamais tu n'auras assez avec ça ! Prends la petite avec, va ! » Mais vous : « Je te dis que la grosse suffira, là ! » On ne saurait trop conseiller, en prévision de ce genre d'ennui, d'emporter toujours avec soi une corde. On notera en effet que, s'il est difficile de trouver un hôtel dans ses cordes, il est à peu près impossible d'obtenir une corde dans un hôtel, surtout quand on est pressé. C'est d'ailleurs à l'instant même où le voyageur aura enfin réussi à fermer sa valise en consolidant, par la corde ci-dessus indiquée, la fermeture forcée, qu'il s'apercevra qu'il a oublié dans la salle de bain ses affaires de toilette.	+Complexe	16.166666666666668	3.685557397915997	+Complexe	+Complexe	+Complexe	+Complexe	4	Accessible	2	+Complexe	3	+Complexe	Accessible	+Complexe
292	3_2	Qui était Martin Luther King ?    Il y a vingt-quatre ans, Martin Luther King, le défenseur des Noirs américains, était assassiné aux États-Unis. Les conditions de ce meurtre restent mystérieuses. Envoyé spécial a enquêté.  Nous nous étonnons aujourd'hui que les lois racistes de l'Afrique du Sud (l'apartheid) aient pu durer jusqu'à nos jours. Pourtant, aux États-Unis, il y a moins de cinquante ans, les Noirs n'avaient pas le droit d'aller dans les mêmes écoles, les mêmes restaurants ou cinémas, que les Blancs. Dans certains états, notamment ceux du sud des États-Unis, les Noirs devaient laisser leur place aux Blancs dans les trains et les autobus.  Un soir de 1955 à Montgomery, une petite ville des États-Unis, Rosa Parks, une jeune femme noire rentre de son travail. Dans l'autobus, elle refuse de se lever d'une place « réservée aux Blancs ». Cet incident se termine au tribunal : Rosa Parks est condamnée à une amende. Scandalisé par cette sanction, le pasteur Martin Luther King incite tous les Noirs de la ville à boycotter les autobus, c'est-à-dire à ne plus les prendre. Pendant plus d'une année, ceux-ci iront à pied ou à vélo.  Grâce à cette « grève » un peu particulière et à l'action de Martin Luther King qui porte plainte à la cour suprême de Washington, le pays entier prend conscience que le racisme existe toujours, même s'il est interdit. Petit à petit, les lois racistes des états du Sud seront abolies. Aujourd'hui, beaucoup de grandes villes américaines comme New York, Washington et Chicago ont, ou ont eu un maire noir. Martin Luther King y est pour quelque chose.	Accessible	10.333333333333334	2.309401076758504	Accessible	Facile	Facile	Accessible	3	Facile	4	Facile	4	Accessible	Facile	Facile
371	3_2	Mondialisation de l'économie : les géants et les gnomes.    Évidemment ils n'en parleront pas ! Pourquoi les chefs d'État des sept pays les plus riches de la planète, réunis cette semaine à Lyon pour leur sommet annuel, s'intéresseraient-ils à ce mirifique contrat signé par Michael Jordan, la star américaine du basket, avec la société Nike ? Les maîtres du monde ont inscrit à l'ordre du jour de leur G7 « la globalisation de l'économie ». Et Mr Jordan touche des millions de dollars pour vanter un modèle de chaussure de sport qui porte son nom, fabriqué en Indonésie par des enfants payés 70 centimes de l'heure.  Cela n'a rien à voir ? Si, justement, tout. Nike fait partie de ces multinationales qui savent que dans le village planétaire il faut courir vite. Le plus vite possible. En tout cas plus vite que les autres. C'est un grand patron américain qui le dit : « Les entreprises sont maintenant comme ces gazelles de la savane africaine qui se réveillent tous les matins en sachant qu'elles seront mangées avant le coucher du soleil si elles ne courent pas plus vite que le plus rapide des lions ! » Alors Nike court : à la recherche des plus bas salaires, de l'image la plus médiatique, de capitaux pas chers, des pays les plus rentables...  Il y a vingt ans, lorsque les Grands ont décidé de se réunir une fois par an, ils pensaient qu'ils pouvaient encore organiser le monde. Aujourd'hui, ils ont rendu les armes devant les marchés : devant ces 1000 milliards de dollars qui changent de main chaque jour, devant ces firmes qui délocalisent leurs usines en quelques heures, devant ces gnomes de Zurich ou de Singapour qui ne raisonnent qu'en retour sur investissement. La mondialisation a épousé l'ultralibéralisme pour le pire et... le meilleur.	Accessible	15.666666666666666	3.214550253664318	+Complexe	+Complexe	+Complexe	+Complexe	2	Accessible	2	+Complexe	3	+Complexe	Accessible	+Complexe
